,carat,cut,color,clarity,depth,table,x,y,z,price
24079,1.51,Premium,H,VVS1,60.6,60,7.4,7.42,4.49,12224
24080,1.51,Very Good,E,SI1,60.3,58,7.43,7.47,4.49,12224
24081,1.65,Ideal,H,VVS2,62.1,56,7.68,7.65,4.76,12225
24082,1.56,Premium,D,SI1,62.6,58,7.36,7.44,4.63,12226
24083,2.11,Ideal,H,SI2,60,56,8.43,8.35,5.03,12226
24084,1.53,Premium,G,VS2,61.3,58,7.48,7.4,4.56,12228
24085,1.7,Very Good,H,VS2,63.3,57,7.59,7.54,4.79,12228
24086,1.51,Premium,G,VS2,59.2,61,7.48,7.44,4.42,12229
24087,2.01,Very Good,H,SI2,63.2,59,8.04,8,5.07,12229
24088,1.21,Ideal,F,VVS1,59.8,60,6.95,6.89,4.14,12230
24089,1.61,Premium,D,SI1,59,60,7.68,7.6,4.51,12231
24090,1.52,Premium,H,VVS2,62.8,57,7.38,7.27,4.6,12232
24091,1.51,Premium,E,SI1,59.6,61,7.53,7.43,4.46,12236
24092,1.26,Ideal,F,VVS2,62.3,57,6.87,6.92,4.3,12237
24093,1.75,Premium,E,SI2,60.9,59,7.78,7.75,4.73,12238
24094,1.75,Ideal,I,VS2,61,56,7.82,7.75,4.75,12238
24095,1.61,Premium,H,VS1,62.5,58,7.57,7.46,4.7,12242
24096,1.91,Fair,I,VS1,59.5,68,8.1,7.91,4.78,12244
24097,1.66,Ideal,H,VS2,60.1,59,7.67,7.64,4.6,12244
24098,1.5,Very Good,E,SI1,59.3,60,7.4,7.5,4.42,12247
24099,1.72,Good,D,SI2,63.4,62,7.53,7.59,4.79,12248
24100,1.51,Ideal,F,SI1,62.6,57,7.31,7.25,4.56,12252
24101,1.2,Very Good,E,VVS2,59.5,54,6.98,6.96,4.15,12253
24102,1.33,Ideal,G,VVS1,62.2,54,7.02,7.06,4.38,12255
24103,1.7,Very Good,H,VS2,61.8,59,7.58,7.66,4.71,12257
24104,2.01,Very Good,J,SI1,59.3,62,8.15,8.2,4.85,12257
24105,2.01,Good,J,SI1,63.6,59,7.96,8.01,5.08,12257
24106,2.01,Premium,G,SI2,60.8,61,8.14,8.07,4.93,12260
24107,1.46,Premium,G,VS1,62.3,58,7.25,7.2,4.5,12261
24108,1.51,Premium,D,SI1,61.1,60,7.37,7.32,4.49,12261
24109,1.13,Ideal,D,VVS2,61.7,57,6.68,6.65,4.11,12261
24110,1.13,Ideal,D,VVS2,60.1,57,6.83,6.78,4.09,12261
24111,1.5,Ideal,E,SI1,60.4,59,7.38,7.43,4.47,12265
24112,2.02,Very Good,J,SI1,63,56,7.95,8.01,5.03,12267
24113,2.03,Premium,J,SI2,61.6,58,8.12,8.15,5.01,12268
24114,2.03,Premium,J,SI2,62.7,59,8.02,8.08,5.05,12268
24115,2.31,Premium,H,SI2,62.1,58,8.55,8.47,5.29,12269
24116,2.01,Premium,H,SI1,60,60,8.16,8.13,4.89,12271
24117,2.01,Very Good,G,SI2,63.3,56,8.06,8.01,5.08,12271
24118,2.01,Very Good,I,SI1,63.5,55,8.07,8.01,5.11,12271
24119,1.05,Ideal,F,VVS1,61.4,57,6.51,6.53,4,12273
24120,1.63,Very Good,F,SI1,59.7,62,7.65,7.73,4.59,12282
24121,1.52,Good,F,VS2,57.8,59,7.58,7.5,4.36,12283
24122,2.12,Ideal,I,SI1,62.2,57,8.21,8.14,5.08,12284
24123,2.12,Ideal,H,SI2,61.4,57,8.28,8.24,5.07,12284
24124,1.28,Very Good,F,VVS2,58.9,57,7.13,7.17,4.21,12285
24125,2.36,Good,J,SI2,58.9,64,8.75,8.68,5.14,12286
24126,1.76,Very Good,H,SI1,63.1,59,7.69,7.59,4.82,12288
24127,1.51,Very Good,I,IF,62.1,59,7.25,7.31,4.52,12291
24128,1.51,Very Good,I,IF,62.2,62,7.3,7.33,4.55,12291
24129,2.09,Very Good,H,SI2,60.1,63,8.21,8.16,4.92,12295
24130,1.62,Ideal,G,SI1,62.2,56,7.48,7.53,4.67,12295
24131,1.59,Very Good,H,VVS2,63,58,7.43,7.48,4.7,12297
24132,3.24,Premium,H,I1,62.1,58,9.44,9.4,5.85,12300
24133,1.57,Very Good,D,SI1,62.3,59,7.39,7.44,4.62,12304
24134,1.52,Premium,E,SI1,62.5,59,7.26,7.33,4.56,12305
24135,1.54,Premium,H,IF,62.5,58,7.38,7.33,4.6,12308
24136,1.5,Premium,G,VS2,62.5,59,7.32,7.28,4.56,12308
24137,2,Premium,J,SI1,62.2,59,7.97,7.92,4.94,12308
24138,1.5,Premium,G,VS2,61.2,61,7.34,7.29,4.48,12308
24139,1.5,Premium,G,VS2,62.9,54,7.31,7.26,4.58,12308
24140,1.54,Premium,G,VS2,61.6,59,7.46,7.4,4.58,12308
24141,1.54,Premium,G,VS2,61.1,59,7.44,7.4,4.53,12308
24142,2.1,Premium,J,SI2,62,62,8.23,8.17,5.08,12308
24143,1.8,Good,F,SI2,57.9,58,8.13,8.08,4.69,12308
24144,1.7,Very Good,I,VS1,62.3,58.1,7.57,7.66,4.74,12311
24145,1.51,Very Good,D,VS2,63.2,57,7.27,7.25,4.59,12311
24146,1.16,Ideal,D,VVS2,61.9,55,6.72,6.76,4.17,12314
24147,1.05,Ideal,F,VVS1,59,60,6.62,6.67,3.92,12315
24148,2.3,Ideal,J,SI1,62.3,57,8.41,8.34,5.22,12316
24149,1.51,Very Good,G,VS1,60.2,63,7.36,7.39,4.44,12317
24150,1.51,Premium,E,SI1,62.4,59,7.33,7.29,4.56,12319
24151,1.51,Good,G,VS1,64,57,7.31,7.2,4.64,12319
24152,1.57,Ideal,F,SI1,61.1,55,7.53,7.55,4.61,12320
24153,2.17,Premium,G,SI2,62.2,62,8.32,8.24,5.15,12321
24154,2.21,Premium,J,SI2,60.6,62,8.45,8.37,5.1,12327
24155,1.67,Ideal,H,VS2,61.7,55,7.68,7.61,4.72,12327
24156,2.02,Ideal,H,SI1,62.3,56,8.11,8.06,5.04,12332
24157,1.58,Ideal,H,VS2,61.4,56,7.5,7.56,4.62,12334
24158,1.51,Premium,H,VVS1,60.6,60,7.42,7.4,4.49,12336
24159,1.51,Premium,E,SI1,60.3,58,7.47,7.43,4.49,12336
24160,2.01,Ideal,I,SI2,62.1,57,8.07,8.03,5,12338
24161,2.01,Premium,I,SI2,62,56,8.01,7.87,4.92,12338
24162,2.01,Premium,I,SI2,62,56,8.01,7.87,4.92,12338
24163,1.8,Premium,D,SI1,61.2,58,7.88,7.7,4.79,12338
24164,1.71,Premium,H,SI1,62.8,58,7.62,7.53,4.76,12338
24165,1.88,Very Good,H,VS2,63.1,55,7.86,7.81,4.94,12339
24166,2.04,Premium,H,SI1,62.2,60,8.07,8,5,12341
24167,1.37,Ideal,G,VVS1,62.6,55,7.07,7.12,4.44,12342
24168,2,Very Good,J,SI2,62.6,57,7.95,7.99,4.99,12342
24169,1.5,Very Good,D,SI1,62.8,58,7.28,7.31,4.58,12342
24170,1.71,Ideal,I,VS2,61.9,54,7.65,7.75,4.77,12342
24171,1.52,Premium,D,SI1,58.4,60,7.57,7.52,4.41,12342
24172,1.33,Premium,E,VS1,60.5,58,7.15,7.1,4.31,12342
24173,1.6,Premium,F,SI1,60.5,58,7.62,7.53,4.58,12343
24174,1.33,Ideal,G,VVS2,61.7,58,7.04,7.07,4.35,12345
24175,2.01,Ideal,I,SI2,62.1,55,8.12,8.08,5.03,12349
24176,2.13,Ideal,I,SI2,62.6,56,8.21,8.14,5.12,12356
24177,1.52,Very Good,G,VS2,62.8,54,7.26,7.36,4.59,12359
24178,1.72,Very Good,D,SI2,63.4,62,7.59,7.53,4.79,12360
24179,1.76,Very Good,H,SI1,62.6,58,7.7,7.66,4.81,12361
24180,1.74,Ideal,D,SI2,64.5,56,7.56,7.54,4.87,12361
24181,1.52,Ideal,F,SI1,61.5,55,7.41,7.44,4.57,12364
24182,2.38,Premium,J,SI1,62.4,58,8.54,8.46,5.31,12364
24183,2.01,Premium,J,SI1,60.5,59,8.12,8.01,4.88,12369
24184,2.01,Premium,J,SI1,59.3,62,8.2,8.15,4.85,12369
24185,2.01,Good,J,SI1,63.6,59,8.01,7.96,5.08,12369
24186,2.31,Very Good,J,SI2,60.7,63,8.52,8.48,5.16,12369
24187,1.55,Ideal,F,SI1,62.1,54,7.42,7.45,4.61,12373
24188,1.21,Ideal,D,VVS2,61.3,57,6.85,6.88,4.21,12375
24189,2.18,Very Good,G,SI2,63.3,59,8.25,8.2,5.2,12377
24190,2.09,Premium,F,SI2,61.3,59,8.19,8.15,5.01,12377
24191,2.09,Premium,F,SI2,61.2,57,8.26,8.21,5.04,12377
24192,1.6,Very Good,H,VS1,61.2,58.6,7.48,7.63,4.62,12378
24193,1.77,Premium,I,VS2,62.3,58,7.74,7.68,4.8,12378
24194,1.83,Very Good,E,SI2,62,57,7.81,7.89,4.87,12379
24195,1.6,Ideal,F,SI1,62.2,55,7.47,7.5,4.65,12379
24196,2.03,Premium,J,SI2,62.7,59,8.08,8.02,5.05,12380
24197,2.03,Premium,J,SI2,61.6,58,8.15,8.12,5.01,12380
24198,2.1,Very Good,J,SI2,59.1,58,8.4,8.46,4.98,12381
24199,1.53,Very Good,E,SI1,62.6,57,7.25,7.41,4.59,12386
24200,1.53,Very Good,E,SI1,60.8,60,7.43,7.51,4.54,12386
24201,2,Premium,G,SI2,60.3,57,8.25,8.06,4.92,12388
24202,1.5,Ideal,F,SI1,61.8,56,7.27,7.34,4.52,12389
24203,1.11,Ideal,D,VVS2,62.3,56,6.59,6.64,4.12,12390
24204,2.01,Very Good,J,SI1,62.4,59,8.02,8.08,5.02,12392
24205,2.01,Very Good,J,SI1,60.3,58,8.11,8.17,4.91,12392
24206,1.57,Very Good,H,SI1,62.4,58,7.39,7.49,4.64,12392
24207,1.52,Ideal,D,VS2,61.6,57,7.42,7.35,4.55,12392
24208,1.69,Very Good,I,VVS2,60.4,59,7.7,7.73,4.66,12394
24209,1.63,Premium,F,SI1,59.7,62,7.73,7.65,4.59,12394
24210,1.72,Very Good,I,VVS2,62.7,58,7.54,7.6,4.75,12396
24211,2.14,Ideal,H,SI2,61.9,57,8.34,8.28,5.14,12400
24212,2.1,Premium,J,VS2,58.3,54,8.49,8.45,4.94,12401
24213,1.54,Ideal,I,VS1,61.3,55,7.39,7.47,4.56,12401
24214,2.05,Very Good,H,SI2,63.1,58,8.05,8,5.07,12401
24215,1.4,Premium,F,VS1,58.8,61,7.35,7.32,4.31,12401
24216,2.01,Premium,J,SI2,62,59,8.04,8.1,5,12403
24217,1.67,Ideal,I,VS2,61.9,57,7.56,7.59,4.69,12406
24218,2.01,Premium,J,SI2,62.8,58,8.09,8,5.05,12407
24219,2.01,Premium,J,SI2,61.4,60,8.14,8.07,4.98,12407
24220,1.59,Premium,H,VVS2,63,58,7.48,7.43,4.7,12409
24221,1.53,Ideal,F,SI1,62.6,55,7.39,7.37,4.62,12415
24222,1.75,Premium,I,VS1,60.6,60,7.8,7.84,4.74,12416
24223,1.71,Ideal,H,SI1,61.4,57,7.63,7.74,4.72,12416
24224,1.57,Premium,D,SI1,62.3,59,7.44,7.39,4.62,12417
24225,1.24,Ideal,D,VS1,61.6,55,6.92,6.9,4.26,12417
24226,1.52,Premium,E,SI1,62.5,59,7.33,7.26,4.56,12418
24227,2.01,Good,H,SI2,63.7,59,7.89,7.84,5.01,12423
24228,2.01,Premium,H,SI2,60.8,59,8.08,8,4.89,12423
24229,2.01,Very Good,H,SI2,62.2,63,8.01,7.93,4.96,12423
24230,1.62,Good,H,VS2,61.5,60.8,7.48,7.53,4.62,12429
24231,1.51,Very Good,G,VS1,60.2,63,7.39,7.36,4.44,12430
24232,2.02,Premium,J,SI1,61.6,58,8.14,8.1,5,12431
24233,1.52,Ideal,E,SI1,62.8,55,7.3,7.35,4.6,12431
24234,1.57,Ideal,F,SI1,61.1,55,7.55,7.53,4.61,12432
24235,2,Ideal,J,SI1,62.4,54,8.02,8.09,5.03,12433
24236,1.51,Ideal,H,IF,62.7,56,7.26,7.38,4.59,12437
24237,1.51,Premium,G,VS2,60.7,60,7.36,7.4,4.48,12437
24238,2.11,Premium,J,SI2,61,58,8.2,8.29,5.03,12440
24239,2.11,Premium,J,SI2,60.7,60,8.2,8.27,5,12440
24240,1.9,Ideal,H,VS2,61.7,55,7.9,7.81,4.85,12443
24241,1.15,Ideal,E,VVS1,60.9,56,6.79,6.8,4.14,12447
24242,2.01,Fair,G,SI2,56.2,63,8.28,8.23,4.64,12450
24243,1.72,Very Good,I,VS1,60.5,59,7.72,7.76,4.68,12451
24244,2.08,Premium,H,SI2,59.7,59,8.38,8.29,4.98,12454
24245,2.04,Fair,E,SI2,67.4,56,7.8,7.76,5.24,12454
24246,2.04,Premium,H,SI1,60.6,61,8.15,8.09,4.92,12454
24247,1.37,Ideal,G,VVS1,62.6,55,7.12,7.07,4.44,12455
24248,1.14,Ideal,G,IF,59,59,6.81,6.91,4.05,12458
24249,2.15,Premium,H,SI2,62.2,56,8.29,8.2,5.13,12458
24250,1.58,Very Good,H,VVS2,60.9,58,7.56,7.65,4.63,12459
24251,1.53,Ideal,H,VS1,61.3,57,7.38,7.41,4.53,12459
24252,1.51,Ideal,F,SI1,62.3,57,7.33,7.3,4.56,12459
24253,1.39,Ideal,G,VVS2,61.4,54,7.22,7.3,4.44,12462
24254,1.28,Ideal,E,VS1,62.2,55,6.94,6.99,4.33,12465
24255,1.5,Ideal,F,SI1,62,60,7.32,7.29,4.53,12466
24256,1.6,Good,E,SI1,63.6,58,7.38,7.44,4.71,12467
24257,1.3,Ideal,G,IF,62.3,56,6.95,6.99,4.34,12467
24258,1.5,Ideal,G,VS2,62.6,56,7.3,7.26,4.56,12468
24259,2.4,Ideal,J,SI1,62,57,8.53,8.47,5.27,12468
24260,1.5,Very Good,E,VS2,59.4,62,7.4,7.48,4.42,12474
24261,1.52,Ideal,F,SI1,61.5,55,7.44,7.41,4.57,12477
24262,1.58,Very Good,H,VS1,60.3,62,7.53,7.57,4.55,12483
24263,2.02,Ideal,H,SI2,62.1,56,8.13,8.09,5.04,12485
24264,1.51,Good,G,VS1,63.1,55,7.3,7.34,4.62,12489
24265,1.51,Good,E,SI1,63.6,56,7.34,7.23,4.63,12490
24266,1.83,Premium,E,SI2,62,57,7.89,7.81,4.87,12492
24267,2.03,Premium,J,SI1,60.1,58,8.26,8.21,4.95,12492
24268,1.71,Very Good,H,VS2,58.8,60,7.8,7.85,4.6,12493
24269,1.36,Ideal,F,VVS2,61.6,56,7.08,7.17,4.39,12494
24270,2.1,Premium,J,SI2,59.1,58,8.46,8.4,4.98,12494
24271,1.65,Ideal,I,VS2,61.5,57,7.59,7.65,4.69,12495
24272,1.52,Premium,G,VVS1,62.7,59,7.32,7.35,4.6,12498
24273,1.53,Premium,E,SI1,62.6,57,7.41,7.25,4.59,12499
24274,2.3,Premium,J,SI1,59.6,59,8.61,8.56,5.12,12499
24275,1.53,Premium,E,SI1,60.8,60,7.51,7.43,4.54,12499
24276,2.58,Fair,F,SI2,65.2,59,8.58,8.51,5.57,12500
24277,1.52,Premium,D,SI1,60.2,58,7.49,7.46,4.5,12502
24278,1.57,Ideal,G,VS2,62.7,55,7.42,7.49,4.68,12506
24279,2.22,Fair,G,SI2,64.4,58,8.32,8.15,5.3,12508
24280,1.72,Premium,I,VVS2,62.7,58,7.6,7.54,4.75,12509
24281,1.58,Premium,F,SI1,61.4,61,7.48,7.45,4.58,12512
24282,2.05,Very Good,G,SI1,63.4,58,8.03,7.96,5.07,12515
24283,2,Premium,G,SI2,59.1,59,8.2,8.14,4.83,12521
24284,1.54,Premium,G,VS2,59.8,58,7.45,7.49,4.47,12522
24285,1.5,Very Good,F,VS2,61.3,58,7.24,7.29,4.45,12526
24286,1.75,Premium,I,VS1,60.6,60,7.84,7.8,4.74,12529
24287,1.58,Premium,G,VS1,62.1,59,7.43,7.46,4.62,12530
24288,1.51,Premium,E,SI1,61.5,58,7.33,7.38,4.52,12530
24289,1.75,Ideal,I,VS2,61.6,55,7.72,7.77,4.77,12531
24290,2.03,Premium,J,SI2,62.7,59,8.08,8.02,5.05,12531
24291,1.23,Ideal,E,VVS2,61.7,57,6.85,6.91,4.25,12539
24292,1.06,Ideal,F,IF,61.9,55,6.54,6.57,4.06,12539
24293,2.01,Premium,J,VS2,61.8,61,8.06,7.97,4.95,12541
24294,1.62,Ideal,H,VS2,61.5,61,7.53,7.48,4.62,12542
24295,1.13,Premium,F,IF,60,58,6.78,6.76,4.06,12543
24296,1.07,Ideal,D,VVS2,60.3,56,6.63,6.68,4.01,12545
24297,1.51,Ideal,F,SI1,62.8,57,7.28,7.33,4.59,12545
24298,3.22,Ideal,I,I1,62.6,55,9.49,9.42,5.92,12545
24299,1.6,Good,H,VS1,59.9,61,7.59,7.56,4.54,12546
24300,1.47,Very Good,E,VS2,62.4,59,7.13,7.2,4.47,12547
24301,1.57,Good,G,VS2,57.8,60,7.66,7.6,4.41,12547
24302,1.13,Premium,F,IF,59.8,60,6.82,6.76,4.06,12549
24303,1.51,Premium,G,VS2,60.7,60,7.4,7.36,4.48,12551
24304,1.51,Very Good,G,VS2,58.7,63,7.45,7.4,4.36,12551
24305,1.51,Ideal,G,VS2,62.1,54,7.34,7.31,4.55,12551
24306,1.51,Very Good,G,VS2,63.1,56,7.33,7.29,4.61,12551
24307,2,Good,H,SI2,63.8,59,7.93,7.88,5.04,12554
24308,2.11,Premium,J,SI2,60.7,60,8.27,8.2,5,12554
24309,2,Fair,H,SI2,65.9,58,7.84,7.8,5.15,12554
24310,2.04,Ideal,J,SI1,59.1,59,8.29,8.24,4.88,12554
24311,2.11,Premium,J,SI2,61,58,8.29,8.2,5.03,12554
24312,2,Good,I,SI1,63.9,57,8.01,7.91,5.09,12554
24313,1.64,Very Good,F,SI1,62.8,59,7.51,7.53,4.72,12555
24314,1.21,Ideal,F,VVS1,61.1,57,6.87,6.91,4.21,12556
24315,1.73,Very Good,I,VS1,62.2,59,7.62,7.65,4.75,12559
24316,1.64,Ideal,H,VS2,60.6,57,7.71,7.67,4.66,12561
24317,2.01,Ideal,J,SI2,62.9,54,8.03,8.07,5.06,12565
24318,1.6,Ideal,H,VS1,61.4,57,7.53,7.59,4.64,12566
24319,1.51,Premium,G,VS2,62,57,7.38,7.33,4.56,12571
24320,2.03,Ideal,G,SI2,62.2,57,8.09,8.06,5.03,12573
24321,1.5,Ideal,G,VS1,61,57,7.32,7.4,4.49,12576
24322,2,Premium,D,SI2,59.3,62,8.12,8.06,4.8,12576
24323,1.27,Ideal,F,VVS2,62.2,54,6.92,6.95,4.31,12576
24324,1.6,Good,E,SI1,63.6,58,7.44,7.38,4.71,12581
24325,1.01,Very Good,D,IF,63.3,55,6.36,6.28,4,12581
24326,1.54,Fair,E,SI1,64.7,56,7.28,7.22,4.69,12581
24327,1.25,Ideal,F,VVS1,62.2,56,6.89,6.93,4.3,12584
24328,1.5,Premium,E,VS2,59.4,62,7.48,7.4,4.42,12587
24329,3.5,Ideal,H,I1,62.8,57,9.65,9.59,6.03,12587
24330,2,Ideal,H,SI2,61.5,57,8.04,8,4.93,12587
24331,2.02,Ideal,J,SI1,62.4,56,8.03,8.19,5.06,12591
24332,2.02,Fair,I,SI2,64.5,60,7.94,7.82,5.08,12592
24333,1.54,Premium,G,SI1,61,59,7.43,7.38,4.52,12592
24334,1.52,Very Good,G,VS2,60.8,57,7.41,7.49,4.53,12596
24335,2.02,Very Good,J,SI1,59.8,59.9,8.16,8.21,4.9,12598
24336,1.53,Premium,G,VS2,61.8,59,7.31,7.45,4.56,12602
24337,1.51,Very Good,G,VS1,63.1,55,7.34,7.3,4.62,12603
24338,1.74,Ideal,H,SI1,61.9,55,7.71,7.74,4.78,12605
24339,1.5,Fair,D,VS2,65.4,53,7.12,7.1,4.65,12606
24340,2.01,Ideal,I,SI1,62.9,55,8.07,8,5.05,12606
24341,2.01,Ideal,J,SI1,62.3,57,8.05,7.99,5,12607
24342,1.71,Premium,H,VS2,58.8,60,7.85,7.8,4.6,12607
24343,1.36,Ideal,F,VVS2,61.6,56,7.17,7.08,4.39,12608
24344,1.79,Very Good,I,VS2,60.5,56,7.87,7.9,4.77,12610
24345,2,Fair,F,SI2,59.8,68,8.13,7.95,4.81,12610
24346,2.1,Very Good,I,SI2,60.6,60,8.29,8.33,5.04,12612
24347,1.21,Ideal,F,VVS1,62,58,6.82,6.86,4.24,12613
24348,1.39,Very Good,E,VS1,60.9,61,7.15,7.19,4.37,12614
24349,2.02,Good,F,SI2,57.1,60,8.31,8.25,4.73,12615
24350,1.53,Ideal,F,SI1,62.2,55,7.35,7.37,4.57,12616
24351,1.53,Ideal,F,SI1,61.5,56,7.38,7.42,4.56,12616
24352,2.01,Fair,H,SI2,65.9,57,7.8,7.74,5.12,12617
24353,2.01,Very Good,H,SI2,63.4,58,8.01,7.94,5.06,12617
24354,2.01,Ideal,I,SI1,62.4,54,8.04,7.96,5,12617
24355,2.01,Premium,I,SI1,61,60,8.16,8.11,4.96,12617
24356,2.03,Ideal,G,SI1,63,56,8.04,7.99,5.05,12618
24357,1.63,Ideal,H,VS2,61.3,56,7.6,7.57,4.65,12620
24358,1.7,Very Good,I,VS1,61.9,57,7.67,7.64,4.74,12621
24359,1.53,Very Good,F,SI1,61.9,56,7.45,7.32,4.57,12621
24360,1.58,Ideal,F,SI1,60.3,56,7.56,7.62,4.58,12621
24361,0.26,Ideal,F,VVS1,62.7,55,4.07,4.1,2.56,635
24362,0.3,Ideal,H,VVS1,62,56,4.31,4.34,2.68,636
24363,0.42,Ideal,J,VS1,62.3,53,4.83,4.86,3.02,636
24364,0.36,Ideal,D,SI1,61.3,56,4.61,4.65,2.84,636
24365,0.4,Very Good,G,SI1,58.3,62,4.81,4.86,2.82,636
24366,0.31,Premium,D,VS2,61.7,58,4.32,4.37,2.68,636
24367,0.31,Very Good,E,VS1,61.9,56,4.32,4.37,2.69,636
24368,0.31,Ideal,D,VS2,62.1,55,4.32,4.38,2.7,636
24369,0.31,Premium,E,VS1,61,60,4.35,4.37,2.66,636
24370,0.41,Ideal,J,VS2,61.8,55,4.78,4.81,2.96,637
24371,0.41,Ideal,J,VS2,62.2,54.4,4.72,4.75,2.95,637
24372,0.32,Ideal,E,VS2,61.6,56,4.4,4.43,2.72,637
24373,0.3,Ideal,G,VS1,60.4,55,4.38,4.41,2.66,637
24374,0.38,Ideal,H,SI1,61.2,55.1,4.69,4.73,2.88,637
24375,0.34,Ideal,E,SI1,61,55,4.54,4.56,2.77,637
24376,0.34,Ideal,E,SI1,61.2,57,4.48,4.51,2.75,637
24377,0.31,Good,F,VS2,58.2,58,4.46,4.51,2.61,637
24378,0.3,Ideal,G,VVS2,61.1,58,4.33,4.35,2.65,638
24379,0.31,Ideal,E,VS1,60.1,55,4.42,4.53,2.69,638
24380,0.32,Good,E,VS1,64.3,59,4.28,4.34,2.77,638
24381,0.32,Fair,F,SI1,64.4,54,4.36,4.33,2.8,638
24382,0.32,Premium,F,SI1,60.7,62,4.43,4.4,2.68,638
24383,0.38,Ideal,F,I1,62.5,57,4.64,4.61,2.89,638
24384,0.3,Very Good,G,VVS2,62.9,55,4.28,4.31,2.7,638
24385,0.41,Good,D,SI2,63.1,54,4.72,4.75,2.99,638
24386,0.41,Good,E,SI2,63.5,55,4.69,4.73,2.99,638
24387,0.41,Good,E,SI2,63.8,57,4.68,4.75,3.01,638
24388,0.41,Very Good,D,SI2,62.3,61,4.72,4.75,2.95,638
24389,0.41,Very Good,E,SI2,62.8,58,4.69,4.73,2.96,638
24390,0.41,Very Good,E,SI2,63,57,4.7,4.73,2.97,638
24391,1.7,Ideal,I,VS1,62.2,55,7.63,7.67,4.76,12622
24392,1.7,Very Good,I,VS1,59.8,59,7.7,7.79,4.63,12622
24393,1.51,Ideal,G,VS2,61.8,55,7.43,7.39,4.58,12626
24394,1.3,Ideal,F,VVS2,62.1,55,6.96,7.04,4.35,12629
24395,2.18,Premium,H,SI2,59.4,61,8.49,8.45,0,12631
24396,2.11,Premium,H,SI2,60.9,59,8.3,8.25,5.04,12633
24397,2.11,Fair,G,SI2,65,56,8.06,8.01,5.22,12633
24398,2.08,Very Good,J,SI1,62.6,58,8.09,8.15,5.08,12637
24399,2.01,Very Good,D,SI2,58.3,63,8.28,8.25,4.82,12639
24400,1.71,Ideal,H,SI1,62.2,56,7.74,7.7,4.8,12641
24401,1.5,Ideal,F,VS2,60.3,57,7.42,7.33,4.45,12641
24402,1.06,Very Good,E,IF,62.4,55,6.5,6.54,4.07,12642
24403,1.51,Premium,E,SI1,58.3,59,7.52,7.47,4.37,12644
24404,1.51,Premium,E,SI1,61.5,58,7.38,7.33,4.52,12644
24405,1.58,Premium,G,VS1,62.1,59,7.46,7.43,4.62,12645
24406,1.55,Ideal,E,SI1,62.3,56,7.43,7.37,4.61,12646
24407,1.14,Very Good,E,IF,63.3,57,6.63,6.71,4.22,12647
24408,1.52,Very Good,H,VVS2,62.8,56,7.3,7.32,4.59,12648
24409,1.51,Ideal,D,SI1,60.7,59,7.47,7.42,4.52,12648
24410,1.32,Fair,F,VVS1,58,66,7.31,7.28,4.23,12648
24411,1.53,Very Good,G,VS1,62.8,56,7.31,7.37,4.61,12654
24412,2,Ideal,H,SI1,61.8,57,8.05,8.01,4.96,12654
24413,2.05,Ideal,J,SI2,61.6,55,8.18,8.11,5.02,12654
24414,2,Good,G,SI2,64.3,56,7.93,7.89,5.09,12654
24415,2.23,Very Good,J,SI2,60.5,61,8.4,8.47,5.1,12655
24416,1.51,Premium,E,SI1,58.6,62,7.58,7.53,4.43,12655
24417,2.08,Premium,H,SI2,62.8,60,8.12,8.03,5.07,12655
24418,1.21,Ideal,D,VVS2,62.8,55,6.77,6.84,4.26,12657
24419,1.64,Premium,F,SI1,62.8,59,7.53,7.51,4.72,12670
24420,1.41,Premium,E,VS1,58.8,59,7.3,7.26,4.28,12671
24421,1.58,Ideal,F,SI1,61.6,55,7.52,7.57,4.65,12671
24422,1.5,Very Good,G,VS2,62.5,59,7.23,7.27,4.53,12672
24423,1.73,Premium,I,VS1,62.2,59,7.65,7.62,4.75,12674
24424,1.89,Ideal,J,VS1,62,56,7.93,7.98,4.93,12674
24425,2.06,Premium,H,SI2,62.6,58,8.06,8.03,5.04,12677
24426,2.03,Ideal,F,SI2,62.4,57,8.09,8.02,5.03,12677
24427,2.02,Ideal,H,SI2,62.4,56,8.14,8.04,5.06,12680
24428,2.02,Premium,H,SI2,61.7,61,8.14,8.08,5.01,12680
24429,2.01,Good,I,SI2,64.6,57,7.82,7.88,5.07,12681
24430,1.7,Premium,G,VS2,61.4,58,7.67,7.63,4.7,12681
24431,1.6,Ideal,H,VS1,61.4,57,7.59,7.53,4.64,12681
24432,1.68,Premium,F,SI1,60.7,62,7.72,7.66,4.67,12681
24433,2.01,Very Good,J,VS2,62.1,60,7.88,8,4.93,12683
24434,1.65,Very Good,H,VS1,62,54,7.55,7.62,4.7,12686
24435,2.54,Ideal,I,SI2,61.4,54,8.83,8.78,5.41,12687
24436,1.51,Ideal,D,SI1,62.3,56,7.3,7.4,4.58,12688
24437,2.01,Premium,J,SI1,60.5,59,8.12,8.01,4.88,12690
24438,2.12,Premium,H,SI2,62.3,58,8.25,8.16,5.12,12693
24439,1.5,Good,F,VS2,60.2,58,7.31,7.35,4.41,12693
24440,2.04,Ideal,J,SI1,62.6,55,8.08,8.12,5.07,12696
24441,1.72,Premium,H,SI1,62.4,62,7.63,7.52,4.73,12696
24442,1.51,Premium,G,VS2,59.6,57,7.52,7.49,4.47,12696
24443,1.57,Very Good,D,SI1,58.9,58,7.57,7.63,4.48,12697
24444,1.25,Ideal,F,VVS1,62.2,56,6.93,6.89,4.3,12698
