description,industry,level,size,linecode,value
Business performance from business and trade laws - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0604_02,225
Business performance from business and trade laws - enhanced,Information media & telecommunications,1,total,LC0604_03,12
Business performance from business and trade laws - don't know,Information media & telecommunications,1,total,LC0604_04,54
Business performance from business and trade laws- not applicable,Information media & telecommunications,1,total,LC0604_05,42
Business performance from product standards and product safety regulation - constrained,Information media & telecommunications,1,total,LC0605_01,9
Business performance from product standards and product safety regulation - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0605_02,192
Business performance from product standards and product safety regulation - enhanced,Information media & telecommunications,1,total,LC0605_03,15
Business performance from product standards and product safety regulation - don't know,Information media & telecommunications,1,total,LC0605_04,33
Business performance from product standards and product safety regulation- not applicable,Information media & telecommunications,1,total,LC0605_05,90
Business performance from border regulation - constrained,Information media & telecommunications,1,total,LC0606_01,18
Business performance from border regulation - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0606_02,129
Business performance from border regulation - enhanced,Information media & telecommunications,1,total,LC0606_03,9
Business performance from border regulation - don't know,Information media & telecommunications,1,total,LC0606_04,33
Business performance from border regulation- not applicable,Information media & telecommunications,1,total,LC0606_05,150
Business performance from other industry specific regulation - constrained,Information media & telecommunications,1,total,LC0607_01,9
Business performance from other industry specific regulation - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0607_02,138
Business performance from other industry specific regulation - enhanced,Information media & telecommunications,1,total,LC0607_03,12
Business performance from other industry specific regulation - don't know,Information media & telecommunications,1,total,LC0607_04,57
Business performance from other industry specific regulation- not applicable,Information media & telecommunications,1,total,LC0607_05,126
Regulation on business' ability to innovate - constrained,Information media & telecommunications,1,total,LC0701_01,15
Regulation on business' ability to innovate - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0701_02,171
Regulation on business' ability to innovate - enhanced,Information media & telecommunications,1,total,LC0701_03,24
Regulation on business' ability to innovate - don't know,Information media & telecommunications,1,total,LC0701_04,48
Regulation on business' ability to innovate - not applicable,Information media & telecommunications,1,total,LC0701_05,81
Regulation on business' ability to export - constrained,Information media & telecommunications,1,total,LC0702_01,3
Regulation on business' ability to export - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0702_02,111
Regulation on business' ability to export - enhanced,Information media & telecommunications,1,total,LC0702_03,9
Regulation on business' ability to export - don't know,Information media & telecommunications,1,total,LC0702_04,39
Regulation on business' ability to export - not applicable,Information media & telecommunications,1,total,LC0702_05,177
Regulatory requirements: business spent significant time and resource finding out about what is required,Information media & telecommunications,1,total,LC0801,141
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,Information media & telecommunications,1,total,LC0802,84
Regulatory requirements: business spent significant time and resource providing the required information to government,Information media & telecommunications,1,total,LC0803,66
Regulatory requirements: business spent significant time and resource applying for consents and approvals,Information media & telecommunications,1,total,LC0804,39
Regulatory requirements: business spent significant time and resource on dispute resolution process,Information media & telecommunications,1,total,LC0805,24
"Regulatory requirements: business spent significant time and resource complying with monitoring, audits, and inspections",Information media & telecommunications,1,total,LC0806,72
